Regional Credibility Measure,Sample Size Indicator,Precision Indicator,Relative Abundance Indicator,AOU Number,Region Code,Ebird Analysis,Species Name,Region,Sample Size,Long-term Trend (1966-2015),Annual Trend (1966-2015),Lower CI,Upper CI,LT Precision,10 yr Trend (2005-2015),Annual Trend (2005-2015),Lower CI,Upper CI,10-yr Precision,Relative Abundance ,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,
G,G,G,G,6460,SUR,1,Orange-crowned Warbler,Survey-wide,758,-25.9,-0.61,-1.24,0.02,0.63,3.14,0.31,-1.26,1.92,1.57,4.64,100,100.31,100.620961,100.932886,101.2457779,101.5596398,101.8744747,102.1902856,102.5070755,102.8248474,103.1436044,3.14
G,G,G,G,5060,SUR,1,Orchard Oriole,Survey-wide,2048,-34.83,-0.87,-1.13,-0.63,0.26,-3.74,-0.38,-0.99,0.21,0.61,2.87,100,99.62,99.241444,98.86432651,98.48864207,98.11438523,97.74155057,97.37013268,97.00012617,96.63152569,96.26432589,-3.74
Y,G,G,Y,3640,SUR,0,Osprey,Survey-wide,1001,241.8,2.54,1.72,3.21,0.82,56.34,4.57,2.35,6.12,2.22,0.14,100,104.57,109.348849,114.3460914,119.5717078,125.0361348,130.7502862,136.7255743,142.973933,149.5078417,156.3403501,56.34
G,G,G,G,6740,SUR,1,Ovenbird,Survey-wide,2011,-3.37,-0.07,-0.36,0.19,0.29,1.21,0.12,-0.6,0.77,0.72,12.49,100,100.12,100.240144,100.3604322,100.4808647,100.6014417,100.7221635,100.8430301,100.9640417,101.0851985,101.2065008,1.21
G,G,G,G,7221,SUR,0,Pacific Wren,Survey-wide,330,-25.17,-0.59,-1.37,0.13,0.78,-11.28,-1.19,-2.67,0.26,1.48,6.79,100,98.81,97.634161,96.47231448,95.32429394,94.18993484,93.06907462,91.96155263,90.86721015,89.78589035,88.71743826,-11.28
G,G,G,G,6010,SUR,1,Painted Bunting,Survey-wide,490,-5.71,-0.12,-0.63,0.35,0.51,-1.39,-0.14,-1.18,0.92,1.04,9.52,100,99.86,99.720196,99.58058773,99.4411749,99.30195726,99.16293452,99.02410641,98.88547266,98.747033,98.60878715,-1.39
Y,G,G,Y,6720,SUR,1,Palm Warbler,Survey-wide,251,-58.52,-1.78,-4.35,0.64,2.57,52.06,4.28,0.31,8.61,3.97,0.86,100,104.28,108.743184,113.3973923,118.2508007,123.3119349,128.5896857,134.0933243,139.8325186,145.8173504,152.058333,52.06
R,G,R,G,1230,SUR,0,Pelagic Cormorant,Survey-wide,19,-83.5,-3.61,-8.87,1.73,5.26,-21.97,-2.45,-10.69,10.92,8.24,5.92,100,97.55,95.160025,92.82860439,90.55430358,88.33572314,86.17149793,84.06029623,82.00081897,79.9917989,78.03199983,-21.97
R,G,Y,R,3560,SUR,0,Peregrine Falcon,Survey-wide,108,281.46,2.77,-1.61,5.47,4.38,91.99,6.74,0.45,13.45,6.29,0.01,100,106.74,113.934276,121.6134462,129.8101925,138.5593994,147.898303,157.8666486,168.5068607,179.8642231,191.9870718,91.99
G,G,G,G,6200,SUR,0,Phainopepla,Survey-wide,190,20.42,0.38,-0.98,1.73,1.36,64.13,5.08,1.43,9.61,3.65,2.3,100,105.08,110.418064,116.0273017,121.9214886,128.1151002,134.6233473,141.4622133,148.6484938,156.1998372,164.134789,64.13
G,G,G,G,6260,SUR,1,Philadelphia Vireo,Survey-wide,478,206.19,2.31,0.09,4.19,2.22,94.16,6.86,-0.33,14,7.19,1.41,100,106.86,114.190596,122.0240709,130.3949221,139.3400138,148.8987388,159.1131922,170.0283572,181.6923025,194.1563945,94.16
Y,G,G,Y,60,SUR,0,Pied-billed Grebe,Survey-wide,1059,39.39,0.68,-2.39,1.94,3.07,70.33,5.47,2.19,9.52,3.28,0.28,100,105.47,111.239209,117.3239937,123.7416162,130.5102826,137.6491951,145.178606,153.1198758,161.495533,170.3293386,70.33
Y,G,G,Y,4050,SUR,0,Pileated Woodpecker,Survey-wide,2685,98.59,1.41,1.14,1.66,0.27,27.26,2.44,1.82,3.1,0.62,0.75,100,102.44,104.939536,107.5000607,110.1230622,112.8100649,115.5626305,118.3823586,121.2708882,124.2298979,127.2611074,27.26
Y,G,Y,Y,5150,SUR,0,Pine Grosbeak,Survey-wide,231,-69.59,-2.4,-6.96,-0.44,4.56,-13.33,-1.42,-14.92,5.03,13.5,0.2,100,98.58,97.180164,95.80020567,94.43984275,93.09879698,91.77679407,90.47356359,89.18883899,87.92235747,86.67386,-13.33
G,G,G,G,5330,SUR,0,Pine Siskin,Survey-wide,1439,-83.99,-3.67,-4.98,-2.57,1.31,-1,-0.1,-3.75,2.81,3.65,23.31,100,99.9,99.8001,99.7002999,99.6005996,99.500999,99.401498,99.3020965,99.20279441,99.10359161,99.00448802,-1
G,G,G,G,6710,SUR,1,Pine Warbler,Survey-wide,1395,53.62,0.88,0.45,1.21,0.43,-0.4,-0.04,-0.85,0.74,0.81,4.05,100,99.96,99.920016,99.88004799,99.84009597,99.80015994,99.76023987,99.72033578,99.68044764,99.64057546,99.60071923,-0.4
G,G,G,G,4920,SUR,0,Pinyon Jay,Survey-wide,285,-84.15,-3.69,-5.08,-2.37,1.39,-23.71,-2.67,-4.9,0.42,2.23,16.7,100,97.33,94.731289,92.20196358,89.74017116,87.34410859,85.01202089,82.74219993,80.53298319,78.38275254,76.28993305,-23.71
G,G,G,G,6292,SUR,1,Plumbeous Vireo,Survey-wide,265,-70.19,-2.44,-5.57,-0.2,3.13,25.53,2.3,0.37,5.12,1.93,1.74,100,102.3,104.6529,107.0599167,109.5222948,112.0413076,114.6182576,117.2544776,119.9513305,122.7102112,125.532546,25.53
R,G,G,R,3550,SUR,0,Prairie Falcon,Survey-wide,548,66.83,1.05,0.14,1.84,0.91,23.7,2.15,0.11,4.54,2.04,0.09,100,102.15,104.346225,106.5896688,108.8813467,111.2222957,113.613575,116.0562669,118.5514766,121.1003334,123.7039905,23.7
G,G,G,G,6730,SUR,1,Prairie Warbler,Survey-wide,1101,-59.95,-1.85,-2.16,-1.53,0.31,-7.53,-0.78,-1.67,0.11,0.89,2.08,100,99.22,98.446084,97.67820454,96.91631455,96.1603673,95.41031643,94.66611596,93.92772026,93.19508404,92.46816238,-7.53
G,G,G,G,6370,SUR,1,Prothonotary Warbler,Survey-wide,710,-41.84,-1.1,-1.55,-0.64,0.45,-1.69,-0.17,-1.43,1.13,1.26,1.12,100,99.83,99.660289,99.49086651,99.32173204,99.15288509,98.98432519,98.81605183,98.64806455,98.48036284,98.31294622,-1.69
G,G,G,G,5170,SUR,0,Purple Finch,Survey-wide,1444,-45.47,-1.23,-1.82,-0.71,0.59,-1.49,-0.15,-1.62,1.75,1.47,1.97,100,99.85,99.700225,99.55067466,99.40134865,99.25224663,99.10336826,98.95471321,98.80628114,98.65807171,98.51008461,-1.49
Y,G,G,Y,2180,SUR,0,Purple Gallinule,Survey-wide,48,-75.38,-2.82,-5.64,-0.3,2.82,-9.93,-1.04,-6.91,6.43,5.87,0.15,100,98.96,97.930816,96.91233551,95.90444722,94.90704097,93.92000775,92.94323967,91.97662997,91.02007302,90.07346426,-9.93
G,G,G,G,6110,SUR,1,Purple Martin,Survey-wide,2333,-36.11,-0.91,-2.15,-0.55,1.24,-4.6,-0.47,-1.23,0.27,0.76,7.41,100,99.53,99.062209,98.59661662,98.13321252,97.67198642,97.21292808,96.75602732,96.30127399,95.84865801,95.39816931,-4.6
G,G,G,G,7300,SUR,0,Pygmy Nuthatch,Survey-wide,223,-19.04,-0.43,-2.01,0.98,1.58,-1.29,-0.13,-2.71,2.71,2.58,3.43,100,99.87,99.740169,99.61050678,99.48101312,99.3516878,99.22253061,99.09354132,98.96471972,98.83606558,98.7075787,-1.29
G,G,G,G,5940,SUR,0,Pyrrhuloxia,Survey-wide,134,-56.19,-1.67,-2.49,-0.83,0.82,-11.73,-1.24,-2.99,0.43,1.75,8.11,100,98.76,97.535376,96.32593734,95.13149571,93.95186517,92.78686204,91.63630495,90.50001477,89.37781459,88.26952968,-11.73
Y,G,Y,G,5210,SUR,0,Red Crossbill,Survey-wide,799,-33.53,-0.83,-5.92,0.72,5.09,51.91,4.27,-0.28,8.42,4.55,6.07,100,104.27,108.722329,113.3647724,118.2054482,123.2528209,128.5157163,134.0033374,139.7252799,145.6915494,151.9125785,51.91
G,G,G,G,4090,SUR,0,Red-bellied Woodpecker,Survey-wide,2054,64.42,1.02,0.9,1.15,0.12,11.67,1.11,0.79,1.43,0.32,6.15,100,101.11,102.232321,103.3670998,104.5144746,105.6745852,106.8475731,108.0335812,109.2327539,110.4452375,111.6711797,11.67
R,G,R,R,1300,SUR,0,Red-breasted Merganser,Survey-wide,61,-93.24,-5.35,-21.35,2.4,16,30.53,2.7,-18.77,33.3,21.47,0.06,100,102.7,105.4729,108.3206683,111.2453263,114.2489502,117.3336718,120.5016809,123.7552263,127.0966174,130.5282261,30.53
G,G,G,G,7280,SUR,0,Red-breasted Nuthatch,Survey-wide,1735,42.12,0.72,0.09,1.24,0.63,6.06,0.59,-1.45,1.97,2.04,3.07,100,100.59,101.183481,101.7804635,102.3809683,102.985016,103.5926276,104.2038241,104.8186266,105.4370565,106.0591352,6.06
G,G,G,G,4030,SUR,0,Red-breasted Sapsucker,Survey-wide,285,70.93,1.1,0,2.15,1.1,45.48,3.82,1.29,7.06,2.53,1.48,100,103.82,107.785924,111.9033463,116.1780541,120.6160558,125.2235891,130.0071302,134.9734026,140.1293866,145.4823292,45.48
Y,G,G,Y,3950,SUR,0,Red-cockaded Woodpecker,Survey-wide,47,-84.24,-3.7,-6.85,-1.04,3.15,-20.76,-2.3,-8.94,3.13,6.64,0.27,100,97.7,95.4529,93.2574833,91.11256118,89.01697228,86.96958191,84.96928153,83.01498806,81.10564333,79.24021353,-20.76
G,G,G,G,6240,SUR,1,Red-eyed Vireo,Survey-wide,3229,44.21,0.75,0.55,0.94,0.2,11.01,1.05,0.58,1.55,0.47,14.52,100,101.05,102.111025,103.1831908,104.2666143,105.3614137,106.4677086,107.5856195,108.7152685,109.8567788,111.010275,11.01
G,G,G,G,1460,SUR,0,Redhead,Survey-wide,437,43.51,0.74,-1.81,2.5,2.55,54.41,4.44,-0.74,10.28,5.18,2.05,100,104.44,109.077136,113.9201608,118.978216,124.2608488,129.7780305,135.540175,141.5581588,147.843341,154.4075854,54.41
G,G,G,G,4060,SUR,0,Red-headed Woodpecker,Survey-wide,1832,-68.82,-2.35,-2.68,-2.05,0.33,-5.27,-0.54,-1.24,0.2,0.7,1.78,100,99.46,98.922916,98.38873225,97.8574331,97.32900296,96.80342634,96.28068784,95.76077213,95.24366396,94.72934817,-5.27
Y,G,G,Y,4021,SUR,0,Red-naped Sapsucker,Survey-wide,369,88.31,1.3,0.44,2.09,0.86,22.14,2.02,-0.23,4.39,2.25,0.98,100,102.02,104.080804,106.1832362,108.3281376,110.516366,112.7487966,115.0263223,117.349854,119.720321,122.1386715,22.14
Y,G,G,Y,20,SUR,0,Red-necked Grebe,Survey-wide,188,37.36,0.65,-0.47,1.87,1.12,43.53,3.68,0.83,7.82,2.85,0.48,100,103.68,107.495424,111.4512556,115.5526618,119.8049998,124.2138238,128.7848925,133.5241765,138.4378662,143.5323797,43.53
Y,G,G,Y,3390,SUR,0,Red-shouldered Hawk,Survey-wide,1648,268.94,2.7,2.38,3.01,0.32,30.4,2.69,1.8,3.55,0.89,0.41,100,102.69,105.452361,108.2890295,111.2020044,114.1933383,117.2651391,120.4195714,123.6588578,126.9852811,130.4011852,30.4
Y,G,G,Y,33370,SUR,0,Red-tailed Hawk,Survey-wide,4146,99.55,1.42,1.22,1.6,0.2,13.12,1.24,0.81,1.67,0.43,0.95,100,101.24,102.495376,103.7663187,105.053021,106.3556785,107.6744889,109.0096525,110.3613722,111.7298533,113.1153034,13.12
G,G,G,G,4980,SUR,0,Red-winged Blackbird,Survey-wide,4396,-36.73,-0.93,-1.06,-0.8,0.13,-4.6,-0.47,-0.82,-0.1,0.35,73.9,100,99.53,99.062209,98.59661662,98.13321252,97.67198642,97.21292808,96.75602732,96.30127399,95.84865801,95.39816931,-4.6
G,G,G,G,540,SUR,0,Ring-billed Gull,Survey-wide,1253,118.72,1.61,-0.05,3.31,1.66,55.15,4.49,0.55,10.75,3.94,30.14,100,104.49,109.181601,114.0838549,119.20622,124.5585792,130.1512595,135.995051,142.1012288,148.481574,155.1483966,55.15
Y,G,Y,Y,1500,SUR,0,Ring-necked Duck,Survey-wide,477,136.25,1.77,-3.11,4.21,4.88,59.51,4.78,-2.92,10.06,7.7,0.44,100,104.78,109.788484,115.0363735,120.5351122,126.2966906,132.3336724,138.6592219,145.2871327,152.2318577,159.5085404,59.51
G,G,G,G,3091,SUR,0,Ring-necked Pheasant,Survey-wide,1857,-26.99,-0.64,-1.12,-0.17,0.48,-2.86,-0.29,-1.56,1.08,1.27,17.05,100,99.71,99.420841,99.13252056,98.84503625,98.55838565,98.27256633,97.98757589,97.70341192,97.42007202,97.13755381,-2.86
G,G,G,G,3131,SUR,0,Rock Pigeon,Survey-wide,3401,-45.2,-1.22,-5.21,-0.91,3.99,1.71,0.17,-0.57,0.93,0.74,9.69,100,100.17,100.340289,100.5108675,100.681736,100.8528949,101.0243448,101.1960862,101.3681196,101.5404454,101.7130641,1.71
G,G,G,G,7150,SUR,0,Rock Wren,Survey-wide,937,-27.35,-0.65,-1.21,-0.11,0.56,-8.18,-0.85,-3.22,0.89,2.37,2.81,100,99.15,98.307225,97.47161359,96.64310487,95.82163848,95.00715455,94.19959374,93.39889719,92.60500657,91.81786401,-8.18
Y,G,G,Y,1830,SUR,0,Roseate Spoonbill,Survey-wide,77,2343.61,6.74,4.04,9.48,2.7,132.21,8.79,1.98,13.86,6.81,0.93,100,108.79,118.352641,128.7558381,140.0734763,152.3859349,165.7806586,180.3527784,196.2057877,213.4522764,232.2147315,132.21
G,G,G,G,5950,SUR,1,Rose-breasted Grosbeak,Survey-wide,1736,-34.51,-0.86,-1.17,-0.58,0.31,-9.47,-0.99,-1.88,-0.22,0.89,2.57,100,99.01,98.029801,97.05930597,96.09841884,95.14704449,94.20508875,93.27245838,92.34906104,91.43480533,90.52960076,-9.47
R,G,R,G,650,SUR,0,Royal Tern,Survey-wide,57,482.03,3.66,-1.55,11.52,5.21,344.2,16.08,-0.85,39.95,16.93,2.39,100,116.08,134.745664,156.4127668,181.5639397,210.7594212,244.6495361,283.9891815,329.6546419,382.6631083,444.1953361,344.2
G,G,G,G,7490,SUR,1,Ruby-crowned Kinglet,Survey-wide,1238,25.83,0.47,-0.36,1.18,0.83,5.22,0.51,-1.78,2.43,2.29,12.42,100,100.51,101.022601,101.5378163,102.0556591,102.576143,103.0992813,103.6250877,104.1535756,104.6847588,105.2186511,5.22
Y,G,G,Y,4280,SUR,1,Ruby-throated Hummingbird,Survey-wide,2343,101.49,1.44,1.19,1.67,0.25,11.34,1.08,0.37,1.76,0.71,0.32,100,101.08,102.171664,103.275118,104.3904892,105.5179065,106.6574999,107.8094009,108.9737424,110.1506589,111.340286,11.34
G,G,G,G,1670,SUR,0,Ruddy Duck,Survey-wide,450,58.16,0.94,-1.38,3.3,2.32,30.02,2.66,-2.61,13.08,5.27,2.17,100,102.66,105.390756,108.1941501,111.0721145,114.0266327,117.0597412,120.1735303,123.3701462,126.6517921,130.0207298,30.02
Y,G,G,Y,3000,SUR,0,Ruffed Grouse,Survey-wide,1238,15.25,0.29,-0.97,1.23,1.26,6.69,0.65,-5.26,4.12,5.91,0.36,100,100.65,101.304225,101.9627025,102.62546,103.2925255,103.9639269,104.6396925,105.3198505,106.0044295,106.6934583,6.69
G,G,G,G,4330,SUR,1,Rufous Hummingbird,Survey-wide,360,-62.47,-1.98,-2.55,-1.43,0.57,-18.87,-2.07,-3.28,-0.93,1.21,1.52,100,97.93,95.902849,93.91766003,91.97356446,90.06971168,88.20526865,86.37941959,84.5913656,82.84032433,81.12552962,-18.87
G,G,G,G,5800,SUR,0,Rufous-crowned Sparrow,Survey-wide,179,-45.74,-1.24,-2.33,-0.2,1.09,-6.5,-0.67,-3.4,1.71,2.73,1.67,100,99.33,98.664489,98.00343692,97.3468139,96.69459024,96.04673649,95.40322335,94.76402176,94.12910281,93.49843782,-6.5
Y,G,G,Y,5090,SUR,0,Rusty Blackbird,Survey-wide,230,-82.81,-3.53,-6.19,-1.34,2.66,-15.84,-1.71,-10.26,5.84,8.55,0.21,100,98.29,96.609241,94.95722298,93.33345447,91.73745239,90.16874196,88.62685647,87.11133723,85.62173336,84.15760172,-15.84
Y,G,Y,G,5740,SUR,0,Sage Sparrow,Survey-wide,17,23.4,0.43,-3.51,4.51,3.94,-8.92,-0.93,-10.37,6.14,9.44,10.56,100,99.07,98.148649,97.23586656,96.33157301,95.43568938,94.54813747,93.66883979,92.79771958,91.93470078,91.07970807,-8.92
G,G,G,G,7020,SUR,0,Sage Thrasher,Survey-wide,458,-44.65,-1.2,-1.93,-0.47,0.73,-11.37,-1.2,-2.89,0.6,1.69,24.58,100,98.8,97.6144,96.4430272,95.28571087,94.14228234,93.01257495,91.89642406,90.79366697,89.70414296,88.62769325,-11.37
G,G,G,G,2060,SUR,0,Sandhill Crane,Survey-wide,728,867.2,4.74,3.61,5.51,1.13,100.98,7.23,5.67,9.04,1.56,1.02,100,107.23,114.982729,123.2959803,132.2102797,141.7690829,152.0189876,163.0099604,174.7955805,187.433301,200.9847287,100.98
G,G,G,G,5420,SUR,0,Savannah Sparrow,Survey-wide,2322,-48.88,-1.36,-1.66,-1.1,0.3,-13.68,-1.46,-2.08,-0.87,0.62,20.91,100,98.54,97.101316,95.68363679,94.28665569,92.91007052,91.55358349,90.21690117,88.89973441,87.60179829,86.32281203,-13.68
Y,G,G,Y,4570,SUR,0,Say's Phoebe,Survey-wide,1020,74.27,1.14,0.29,1.59,0.85,21.42,1.96,1.01,3.07,0.95,0.84,100,101.96,103.958416,105.996001,108.0735226,110.1917636,112.3515222,114.553612,116.7988628,119.0881205,121.4222477,21.42
G,G,G,G,2930,SUR,0,Scaled Quail,Survey-wide,202,-9.34,-0.2,-1.25,0.82,1.05,19.18,1.77,-1.21,4.97,2.98,11.04,100,101.77,103.571329,105.4045415,107.2702019,109.1688845,111.1011737,113.0676645,115.0689622,117.1056828,119.1784534,19.18
G,G,G,G,6080,SUR,1,Scarlet Tanager,Survey-wide,1751,-10.23,-0.22,-0.41,-0.03,0.19,-1.09,-0.11,-0.63,0.47,0.52,1.49,100,99.89,99.780121,99.67036287,99.56072547,99.45120867,99.34181234,99.23253635,99.12338056,99.01434484,98.90542906,-1.09
G,G,G,G,4430,SUR,0,Scissor-tailed Flycatcher,Survey-wide,447,-31.87,-0.78,-1.08,-0.47,0.3,-10.74,-1.13,-2,-0.3,0.87,16.94,100,98.87,97.752769,96.64816271,95.55603847,94.47625524,93.40867355,92.35315554,91.30956488,90.2777668,89.25762804,-10.74
G,G,G,G,5040,SUR,0,Scott's Oriole,Survey-wide,200,-33.53,-0.83,-1.67,-0.05,0.84,-6.22,-0.64,-2.37,1.13,1.73,2.13,100,99.36,98.724096,98.09226179,97.46447131,96.84069869,96.22091822,95.60510435,94.99323168,94.38527499,93.78120924,-6.22
R,G,R,G,5500,SUR,0,Seaside Sparrow,Survey-wide,20,319.59,2.97,-2.96,7.22,5.93,144,9.33,0.82,24.17,8.51,1.11,100,109.33,119.530489,130.6826836,142.875378,156.2056508,170.779638,186.7133782,204.1337364,223.179414,244.0020533,144
G,G,G,G,7240,SUR,0,Sedge Wren,Survey-wide,649,21.61,0.4,-0.81,1.18,1.21,-28.88,-3.35,-5.35,-1.47,2,1.37,100,96.65,93.412225,90.28291546,87.25843779,84.33528013,81.51004824,78.77946163,76.14034966,73.58964795,71.12439474,-28.88
R,G,G,R,3320,SUR,0,Sharp-shinned Hawk,Survey-wide,1309,56.63,0.92,-0.58,1.63,1.5,23.83,2.16,0.22,4,1.94,0.02,100,102.16,104.366656,106.6209758,108.9239888,111.276747,113.6803247,116.1358198,118.6443535,121.2070715,123.8251442,23.83
Y,G,G,Y,3080,SUR,0,Sharp-tailed Grouse,Survey-wide,318,19.84,0.37,-1.5,1.91,1.87,47.88,3.99,0.61,9.67,3.38,0.47,100,103.99,108.139201,112.4539551,116.9408679,121.6068086,126.4589202,131.5046311,136.7516659,142.2080574,147.8821589,47.88
Y,G,G,Y,3670,SUR,0,Short-eared Owl,Survey-wide,415,-35.47,-0.89,-4.35,1.29,3.46,43.39,3.67,-3.65,11.98,7.32,0.14,100,103.67,107.474689,111.4190101,115.5080878,119.7472346,124.1419581,128.6979679,133.4211834,138.3177408,143.3940019,43.39
G,G,G,G,1970,SUR,0,Snowy Egret,Survey-wide,469,37.36,0.65,-2.57,2.51,3.22,36.63,3.17,-1.02,7.28,4.19,1.63,100,103.17,106.440489,109.8146525,113.295777,116.8872531,120.592579,124.4153638,128.3593308,132.4283216,136.6262994,36.63
R,G,G,R,2560,SUR,0,Solitary Sandpiper,Survey-wide,104,18.09,0.34,-2.86,2.62,3.2,22.26,2.03,-2.81,7.33,4.84,0.09,100,102.03,104.101209,106.2144635,108.3706172,110.5705407,112.8151227,115.1052696,117.4419066,119.8259773,122.2584447,22.26
G,G,G,G,5810,SUR,0,Song Sparrow,Survey-wide,3348,-31.19,-0.76,-0.91,-0.63,0.15,-10.2,-1.07,-1.34,-0.8,0.27,15.13,100,98.93,97.871449,96.8242245,95.78820529,94.7632715,93.74930449,92.74618693,91.75380273,90.77203704,89.80077625,-10.2
G,G,G,G,2971,SUR,0,Sooty Grouse,Survey-wide,125,-58.32,-1.77,-3.08,-0.48,1.31,-13.06,-1.39,-3.9,1.53,2.51,1.17,100,98.61,97.239321,95.88769444,94.55485549,93.24054299,91.94449945,90.6664709,89.40620696,88.16346068,86.93798858,-13.06
G,G,G,G,2140,SUR,0,Sora,Survey-wide,1015,23.4,0.43,-1.06,1.53,1.49,6.59,0.64,-2.09,3.37,2.73,1.07,100,100.64,101.284096,101.9323142,102.584681,103.241223,103.9019668,104.5669394,105.2361678,105.9096793,106.5875012,6.59
Y,G,G,Y,2630,SUR,0,Spotted Sandpiper,Survey-wide,1812,-48.62,-1.35,-1.8,-0.9,0.45,-7.53,-0.78,-1.74,0.42,0.96,0.49,100,99.22,98.446084,97.67820454,96.91631455,96.1603673,95.41031643,94.66611596,93.92772026,93.19508404,92.46816238,-7.53
G,G,G,G,5880,SUR,0,Spotted Towhee,Survey-wide,1003,-1.46,-0.03,-0.34,0.29,0.31,1.51,0.15,-0.66,0.84,0.81,8.58,100,100.15,100.300225,100.4506753,100.6013514,100.7522534,100.9033818,101.0547368,101.2063189,101.3581284,101.5101656,1.51
G,G,G,G,7000,SUR,0,Sprague's Pipit,Survey-wide,263,-78.63,-3.1,-4.25,-2.03,1.15,-35.36,-4.27,-7.11,-1.26,2.84,4.33,100,95.73,91.642329,87.72920155,83.98316465,80.39708352,76.96412805,73.67775978,70.53171944,67.52001502,64.63691038,-35.36
G,G,G,G,4780,SUR,0,Steller's Jay,Survey-wide,629,-8.45,-0.18,-0.51,0.17,0.33,1.21,0.12,-0.66,1.15,0.78,4.33,100,100.12,100.240144,100.3604322,100.4808647,100.6014417,100.7221635,100.8430301,100.9640417,101.0851985,101.2065008,1.21
G,G,G,G,6100,SUR,1,Summer Tanager,Survey-wide,1250,11.37,0.22,0,0.41,0.22,6.27,0.61,0.13,1.09,0.48,3.02,100,100.61,101.223721,101.8411857,102.4624169,103.0874377,103.716271,104.3489403,104.9854688,105.6258802,106.2701981,6.27
Y,G,G,Y,3420,SUR,0,Swainson's Hawk,Survey-wide,1152,42.12,0.72,0.34,1.05,0.38,20.83,1.91,1.17,2.7,0.74,0.86,100,101.91,103.856481,105.8401398,107.8616865,109.9218447,112.0213519,114.1609597,116.3414341,118.5635554,120.8281194,20.83
G,G,G,G,7580,SUR,1,Swainson's Thrush,Survey-wide,1323,-33.86,-0.84,-1.35,-0.41,0.51,0.2,0.02,-0.8,0.9,0.82,38.17,100,100.02,100.040004,100.060012,100.080024,100.10004,100.12006,100.140084,100.160112,100.1801441,100.2001801,0.2
Y,G,G,Y,6380,SUR,1,Swainson's Warbler,Survey-wide,268,79.41,1.2,-0.12,2.31,1.32,46.61,3.9,1.8,6.3,2.1,0.13,100,103.9,107.9521,112.1622319,116.5365589,121.0814847,125.8036626,130.7100055,135.8076957,141.1041958,146.6072595,46.61
R,G,G,R,3270,SUR,0,Swallow-tailed Kite,Survey-wide,127,1670.18,6.04,4.73,7.27,1.31,70.98,5.51,2.09,8.22,3.42,0.09,100,105.51,111.323601,117.4575314,123.9294414,130.7579536,137.9627169,145.5644626,153.5850644,162.0476015,170.9764243,70.98
G,G,G,G,5840,SUR,0,Swamp Sparrow,Survey-wide,1258,57.4,0.93,-0.3,1.75,1.23,14.46,1.36,-0.15,2.73,1.51,1.97,100,101.36,102.738496,104.1357395,105.5519856,106.9874926,108.4425225,109.9173408,111.4122166,112.9274228,114.4632357,14.46
G,G,G,G,6470,SUR,1,Tennessee Warbler,Survey-wide,676,-39.79,-1.03,-2.87,0.61,1.84,15.94,1.49,-1.59,4.27,3.08,20.05,100,101.49,103.002201,104.5369338,106.0945341,107.6753427,109.2797053,110.9079729,112.5605017,114.2376532,115.9397942,15.94
Y,G,G,Y,7540,SUR,1,Townsend's Solitaire,Survey-wide,516,14.68,0.28,-1.1,0.95,1.38,5.85,0.57,-1.04,2.04,1.61,0.58,100,100.57,101.143249,101.7197655,102.2995682,102.8826757,103.469107,104.0588809,104.6520165,105.248533,105.8484496,5.85
G,G,G,G,6680,SUR,1,Townsend's Warbler,Survey-wide,279,-25.54,-0.6,-1.19,0.02,0.59,-2.96,-0.3,-1.52,0.98,1.22,11.79,100,99.7,99.4009,99.1026973,98.80538921,98.50897304,98.21344612,97.91880578,97.62504937,97.33217422,97.04017769,-2.96
G,G,G,G,6140,SUR,1,Tree Swallow,Survey-wide,3090,-49.38,-1.38,-1.86,-1.04,0.48,-0.3,-0.03,-0.59,0.53,0.56,5.91,100,99.97,99.940009,99.910027,99.88005399,99.85008997,99.82013495,99.79018891,99.76025185,99.73032377,99.70040468,-0.3
Y,G,Y,G,5000,SUR,0,Tricolored Blackbird,Survey-wide,79,-5.25,-0.11,-4.13,4.37,4.02,16.17,1.51,-7.96,17.27,9.47,999.99,100,101.51,103.042801,104.5987473,106.1781884,107.781479,109.4089794,111.0610549,112.7380769,114.4404218,116.1684722,16.17
G,G,G,G,1990,SUR,0,Tricolored Heron,Survey-wide,194,-18.23,-0.41,-1.89,1.03,1.48,5.01,0.49,-2.71,3.29,3.2,1.04,100,100.49,100.982401,101.4772148,101.9744531,102.4741279,102.9762512,103.4808348,103.9878909,104.4974316,105.009469,5.01
G,G,G,G,3250,SUR,0,Turkey Vulture,Survey-wide,3386,197.51,2.25,1.89,2.58,0.36,37.29,3.22,2.71,3.72,0.51,2.68,100,103.22,106.543684,109.9743906,113.515566,117.1707672,120.9436659,124.838052,128.8578372,133.0070596,137.2898869,37.29
G,G,G,G,2610,SUR,0,Upland Sandpiper,Survey-wide,994,21.61,0.4,-0.14,0.87,0.54,16.05,1.5,0.33,2.77,1.17,3.36,100,101.5,103.0225,104.5678375,106.1363551,107.7284004,109.3443264,110.9844913,112.6492587,114.3389975,116.0540825,16.05
G,G,G,G,7630,SUR,1,Varied Thrush,Survey-wide,294,-71.94,-2.56,-3.28,-1.88,0.72,-28.73,-3.33,-5.11,-1.6,1.78,9.15,100,96.67,93.450889,90.3389744,87.33068655,84.42257469,81.61130295,78.89364656,76.26648813,73.72681408,71.27171117,-28.73
